Item Number,Item Description,Price (Case/Unit),Pack,Size,Quantity Shipped,Price (Extended)
1326987,"Mushrooms, Premium Medium, #1",20.13,1,5.0 LB,3,60.39
1325719,"Sauce, Garlic, Cup",24.99,160,1.0 OZ,2,49.98
1302732,"Sauce, Garlic Parmesan, Jug",39.81,2,3.85 KG,1,39.81
1333025,"Sauce, Ranch, Portion Cup",24.4,160,1.0 OZ,1,24.4
1503250,"Beef Steaks, Sliced Seasoned Philly, Cooked, Frozen",89.81,4,2.5 LB,1,89.81
1277827,"Brownies, Brownie, Frozen",67.83,1,18.0 LB,1,67.83
1267483,"Cheese, Diced Mozzarella, CDC3D",120.71,2,6.0 KG,5,603.55
1382216,"Cheese, Mozzarella String, Frozen",83.99,1,6.0 KG,1,83.99
1260870,"Cheese Blend, Shredded Three, 3",92.44,2,3.0 KG,1,92.44
1288202,"Chicken Breast Strips, Cooked, Frozen",64.16,2,5.0 LB,2,128.32
1488066,"Chicken Wings, Seasoned, Cooked, Frozen",92.67,4,2.0 KG,2,185.34
1436537,"Beef Crumbles, Cooked, Sausage Crumble Frozen",49.97,2,2.27 KG,2,99.94
1502660,"Boxes, 12In Pizza, Custom",26.78,1,50.0 UN,3,80.34
1502656,"Boxes, 10In Kraft Pizza, Custom",21.57,1,50.0 UN,2,43.14
1502654,"Boxes, 8In Kraft Pizza, Custom",20.85,1,50.0 UN,1,20.85
1504037,"Pineapple Tidbits, Light Syrup, #10",56.8,6,10.0 UN,1,56.8
